danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_id,duration_ms,time_signature,track_name,artist_name,release_date,release_date_num,track_popularity,album_name,artist_id,total_tracks,track_number,tracks_external_id
0.64,0.96,6.00,-5.87,0.00,0.07,0.59,0.00,0.29,0.58,129.99,0E3NbYu4xaL76HzUM83HBJ,222745,4,Будь со мной,Ислам Мальсуйгенов,2018-07-20,43301,0,Будь со мной,5USczc4Ob1LFu7Xl01HDZr,7,1,FR2X41899254
0.55,0.87,5.00,-6.26,0.00,0.04,0.03,0.01,0.33,0.90,176.01,0ECSFCOi5j9l2JJnloljU5,226403,4,Вот она любовь,Амирина,2018-07-06,43287,2,Жизнь моя,5DiKRa09GoaUq6ZA2NbK4p,10,5,FR59R1816882
0.65,0.90,4.00,-2.86,0.00,0.05,0.35,0.00,0.12,0.56,84.99,0FTqSpkw9sy2ZwowbyXV4L,251350,4,Аманат,Эльдар Жаникаев,2018-07-04,43285,1,Умейте ждать свою любовь,0RHtXqLYzi3cbYGHGrYuPL,8,5,FR59R1816892
0.58,0.77,2.00,-4.93,1.00,0.04,0.01,0.00,0.16,0.74,89.97,5LIKPLkHtv7pSJgDj53vBJ,237375,4,Танцующей горянке,Эльдар Жаникаев,2018-07-04,43285,0,Умейте ждать свою любовь,0RHtXqLYzi3cbYGHGrYuPL,8,2,FR59R1816889
0.86,0.70,0.00,-6.13,0.00,0.05,0.03,0.00,0.09,0.39,100.02,5kkpbUTMTJp19LECaXH1hE,223843,4,Девочка воровка,Арам Хоренян,2018-06-25,43276,6,Девочка воровка,0ddpZ1FSvp3fspPoUAAFFO,6,3,FR59R1804384
0.63,0.47,7.00,-10.84,0.00,0.03,0.70,0.01,0.09,0.41,103.99,4KWWFFem9tvduf3FUq1HXR,173654,4,Абдзахэ зек1о орэд - Абадзехская походная,Аслан Тлебзу,2018-06-19,43270,9,Freedom,5cGxn5mQM1wdid76oP5bjf,14,7,FR2X41896358
0.72,0.83,6.00,-5.37,0.00,0.04,0.06,0.00,0.19,0.67,120.02,7n8Eax1dy1CwYFHsAyG12E,204069,4,Мои мечты,Ислам Мальсуйгенов,2018-06-05,43256,0,Мои мечты,5USczc4Ob1LFu7Xl01HDZr,1,1,FR2X41878265
0.58,0.83,0.00,-7.40,0.00,0.17,0.04,0.01,0.20,0.90,220.09,6gFHFUu6WpQKcRWSLfG3nG,160601,4,Даимна хьо герга йоьхуш,Рамзан Абумуслимов,2018-06-02,43253,0,Седарчи,3Y13RrN3q5tBqUQ6zB5Kyp,12,2,AEA0Q1878093
0.77,0.78,0.00,-5.01,0.00,0.05,0.16,0.00,0.33,0.66,90.02,5gf8ebGfSA8lzQgkwmpblO,210535,4,Маржа йа1 хьо езар тховса,Рамзан Абумуслимов,2018-06-02,43253,0,Безамо,3Y13RrN3q5tBqUQ6zB5Kyp,16,11,AEA0Q1881882
0.43,0.66,7.00,-5.66,0.00,0.05,0.15,0.00,0.33,0.43,101.95,2A9MGD7qQ8tdi5EBOE0mn5,255828,3,Адыгэ нысэ - Адыгская невеста,Мухамед Каздохов,2018-05-30,43250,4,Адыгэ нысэ (Адыгская невеста),2gNM5c7PU8iAsd0zteYWQd,1,1,FR2X41870950
0.82,0.95,0.00,-1.95,0.00,0.17,0.10,0.00,0.20,0.89,114.92,0BlY03brUWFp7bvfgrYSAA,212870,4,Каблучки,Артур Текеев,2018-05-24,43244,22,Каблучки,5TMkkwdJoBvtcv1VAYEwlr,12,5,FR2X41842057
0.64,0.69,9.00,-5.50,0.00,0.08,0.45,0.01,0.12,0.50,138.06,7E7ROUs5VUewSPA6JsUEmn,234176,4,Хонга,Артур Гонгапш,2018-05-23,43243,1,Мелодии души,5i54Dd9vvIyaErLVOuinx6,21,5,FR2X41856491
0.83,0.93,9.00,-4.35,0.00,0.04,0.32,0.24,0.22,0.96,105.02,0hUFMSX0rDrFRFXznBM3al,175231,4,Свадебная,Артур Гонгапш,2018-05-23,43243,0,Мелодии души,5i54Dd9vvIyaErLVOuinx6,21,17,FR2X41856503
0.81,0.93,0.00,-3.65,1.00,0.11,0.19,0.41,0.25,0.90,105.10,2jHz1ckWXqlYIeQwPpaQKr,157849,4,Лезгинка,Артур Гонгапш,2018-05-23,43243,1,Мелодии души,5i54Dd9vvIyaErLVOuinx6,21,6,FR2X41856492
0.76,0.75,10.00,-4.46,0.00,0.06,0.24,0.01,0.13,0.74,95.03,4GeQLICHOonOLTGwnateZm,263198,4,Маржа я1 хьай безам,Асхаб Вахарагов,2018-05-22,43242,0,Маржа я1 хьай безам,2BtW2lX9o1w2YUuM3RDzg0,4,1,AEA0Q1876849
0.59,0.85,7.00,-5.05,1.00,0.13,0.03,0.00,0.04,0.97,221.88,2btIQ99AaFleGetefAiPq4,274992,4,Аида,Аюб Вахарагов,2018-05-22,43242,0,Безамах са дуьзна дог,6jyXhrpC2nTtSOF9t9oDpJ,16,9,AEA0Q1876787
0.80,0.76,4.00,-8.47,0.00,0.06,0.32,0.15,0.29,0.88,124.05,71p3F31ZSb0ozvNcqxBPr8,104072,4,Баркалла цу хьа нанна,Аюб Вахарагов,2018-05-22,43242,0,Баркалла цу хьа нанна,6jyXhrpC2nTtSOF9t9oDpJ,8,1,AEA0Q1871404
0.70,0.90,11.00,-5.30,0.00,0.03,0.31,0.00,0.37,0.31,129.98,7ILZAARRem861QUUQXhDZC,245538,4,Ты только мой,Аминат Ибиева,2018-05-14,43234,0,Твои глаза,2tQXS0ztMbd6S75At9ublf,15,10,FR2X41856526
0.74,0.84,11.00,-4.80,0.00,0.04,0.01,0.00,0.10,0.58,110.01,6YZl6phbn95ALK3fp15lEU,233874,4,Любовь бандита,Tural Everest,2018-05-10,43230,14,Любовь бандита,1GAgS4w3PCCjbA6JKEmlLc,1,1,RUA1D1810832
0.69,0.95,1.00,-3.67,0.00,0.09,0.06,0.00,0.20,0.74,114.95,3wpaZlwa4zOiZ6LX5W8cgx,298528,4,Гордая Чечня,Макка Межиева,2018-04-24,43214,6,Баркалла,2ZpbvFS1nGvsPMs5CWQGK2,19,13,FR2X41837629
0.76,0.97,6.00,-6.07,0.00,0.23,0.24,0.00,0.05,0.69,111.97,6byHgopjkvLQ4J9MIKfTC3,219011,4,Джана моя,Дибир Абаев,2018-04-17,43207,0,Джана моя,6EhoFD0kr63AKB4HaGeUBG,1,1,FR2X41825908
0.69,0.97,10.00,-5.36,0.00,0.05,0.00,0.00,0.24,0.71,125.02,2cgjFCKMmsTxZTit3Fdj8f,220665,4,Украдёт и позовёт,Мурат Тхагалегов,2018-04-17,43207,34,Я тебя забываю,5maQ7xVuYI2948CcOq6Q4O,25,9,FR6V81954596
0.72,0.94,2.00,-2.60,1.00,0.05,0.03,0.00,0.05,0.85,120.01,1wqDYnXyUKRnAopiXHqdzQ,209528,4,Калым,Мурат Тхагалегов,2018-04-17,43207,45,Я тебя забываю,5maQ7xVuYI2948CcOq6Q4O,25,3,FRX281558658
0.82,0.87,9.00,-5.18,0.00,0.11,0.29,0.00,0.04,0.96,114.97,4kGAp00wug2C1asq9NHZ6a,213629,4,Вянут розы в снегу,Мурат Тхагалегов,2018-04-17,43207,21,Я тебя забываю,5maQ7xVuYI2948CcOq6Q4O,25,8,FRX871515181
0.52,0.81,10.00,-5.21,0.00,0.04,0.30,0.00,0.13,0.36,144.93,6P4iEYy7tN7n8UDdo6bxB4,220466,4,Ты лучшая,Arame,2018-04-15,43205,25,Ты лучшая,7oopbu0bKkO5mTyENnNXQj,1,1,TCADP1824432
0.31,0.46,8.00,-10.79,1.00,0.04,0.77,0.00,0.07,0.23,78.64,0PwvU5BCCXcWdbsKREe4e3,396121,4,Корабли поминанья,Алихан Амхадов,2018-04-10,43200,1,Всё пройдет,6NPLiAngQBsPLI0YHsColL,21,4,AEA0Q1850482
0.38,0.52,7.00,-10.79,0.00,0.03,0.82,0.00,0.06,0.53,127.63,6xxcTRRl9muclBRpHNz01L,360464,4,Блеск зелёный хрусталь,Алихан Амхадов,2018-04-10,43200,1,Всё пройдет,6NPLiAngQBsPLI0YHsColL,21,6,AEA0Q1850484
0.47,0.52,3.00,-7.65,0.00,0.05,0.85,0.00,0.08,0.15,142.23,10tHPinodMprs6EhU2dVHU,393510,4,Клянусь мой Бог,Алихан Амхадов,2018-04-10,43200,0,Всё пройдет,6NPLiAngQBsPLI0YHsColL,21,13,AEA0Q1850491
0.64,0.67,4.00,-6.26,0.00,0.07,0.50,0.00,0.38,0.57,140.00,6Mh0pP9wBug9jsqBVkbk07,249131,4,Прошу простить,Марха Макаева,2018-04-10,43200,7,Забудь меня,43OaAv5zBHTfxGuurvGFyy,12,12,AEA0Q1849895
0.47,0.69,0.00,-4.02,0.00,0.03,0.68,0.00,0.11,0.35,74.96,5cVQYgfzV76rVkGfFLMkHY,204670,4,Баьржина Безам,Марха Макаева,2018-04-10,43200,3,Забудь меня,43OaAv5zBHTfxGuurvGFyy,12,9,AEA0Q1849892
0.62,0.89,0.00,-3.14,0.00,0.05,0.40,0.00,0.07,0.46,150.03,67XyaTCAL8CWJT5opa1032,258900,4,Судьба моя,Марха Макаева,2018-04-10,43200,6,Забудь меня,43OaAv5zBHTfxGuurvGFyy,12,4,AEA0Q1849887
0.75,0.92,8.00,-3.28,0.00,0.09,0.62,0.00,0.34,0.82,92.99,66rgAuuzydpEN9BGHyNYhY,198322,3,Даге дицийта,Радима Хаджимурадова,2018-04-06,43196,11,Нохчийчоь,1rvIlV7Fj56R9uafHZdV8n,10,2,GBLPF0118006
0.63,0.97,10.00,-4.76,0.00,0.05,0.12,0.06,0.18,0.93,125.02,3SWA9xW3uOKdzIPdoiLZbr,333767,4,Дика к1ант,Мадина Юсупова,2018-03-25,43184,0,Чеченские хиты 2017,78hzjjQVyWJyC7eQvaXOQV,15,12,AEA0Q1847493
0.75,0.92,3.00,-6.14,0.00,0.04,0.34,0.00,0.35,0.77,109.99,45pTX6eGmdsV9UtALgx4T0,243273,4,Эти ночи,Руслан Кайтмесов,2018-03-07,43166,0,Эти ночи,1vPWgN1hg3qqSF9irBO1Np,1,1,FR10S1868825
0.77,0.67,0.00,-7.04,0.00,0.07,0.08,0.00,0.10,0.55,90.02,7cY552q996zB1YbkMVfHAu,228077,4,Забудь хулигана,ЭGO,2018-02-15,43146,44,Забудь хулигана,6z0RqMOlBhJ1zgjcN5bw6d,1,1,FR10S1843996
0.65,0.80,4.00,-7.04,0.00,0.05,0.44,0.00,0.29,0.58,95.01,7f9C2IfxDdlynIOo356IOk,309865,4,Небо над землей,Тимур Темиров,2018-02-11,43142,23,Небо над землёй,2qf6BlqsCa5caYcoZ8aloc,11,1,QMDA61868258
0.65,0.86,2.00,-3.35,0.00,0.05,0.38,0.00,0.23,0.57,140.00,0bhFRfutotizd7K2KFJP4t,270649,4,Моя женщина,Тимур Темиров,2018-02-11,43142,21,Небо над землёй,2qf6BlqsCa5caYcoZ8aloc,11,11,QMDA61868269
0.76,0.96,6.00,-4.20,0.00,0.25,0.35,0.00,0.08,0.74,119.94,4xRqNhoyOJAiYmPopCRZM8,236408,4,Лезгинка - танец гор,Шах Ислангириев,2018-02-07,43138,1,Езар,32BaeIZltszxxUF7ulBNbd,8,1,FR10S1832792
0.82,0.85,0.00,-4.97,1.00,0.06,0.04,0.00,0.28,0.78,125.97,3EzwbufABNkT5dJoMOvLFW,224089,4,Девчоночка моя,Ханчик,2018-02-05,43136,1,Девчоночка моя,7gem7Ml9I9KiidiUnEgUz2,1,1,QMDA61856770
0.58,0.57,9.00,-7.41,0.00,0.03,0.37,0.00,0.10,0.23,129.97,2WmjM8lL7gySr5mGjRIzST,252000,4,На расстоянии,DANIAL,2017-12-17,43086,18,На расстоянии,1uVhpXehdE50wm4cOWnSom,1,1,RUA1D1805748
0.61,0.94,0.00,-4.00,1.00,0.04,0.01,0.00,0.06,0.54,100.00,2Lo59sasvaSGOEHKx8AgHb,219000,4,Дивный сон,DANIAL,2017-12-17,43086,8,Дивный сон,1uVhpXehdE50wm4cOWnSom,1,1,RUA1D1805747
0.64,0.64,9.00,-5.13,0.00,0.03,0.02,0.00,0.14,0.34,105.03,4qQR6JMoHTFyWIGmc0MBiR,210599,4,Уголёк,Lx24,2017-12-15,43084,38,Глава 25,4TIFXy7qWdihkxk2GEdsyp,17,15,QMBZ91718167
0.70,0.59,9.00,-9.05,0.00,0.17,0.12,0.00,0.17,0.73,170.00,6nFHd4IXw3ij2xgXyIb2cL,191287,4,Стервочка,ЭGO,2017-12-15,43084,35,"Лютый кайф, Ч. 2",6z0RqMOlBhJ1zgjcN5bw6d,6,1,FRX201790059
0.71,0.67,3.00,-10.87,0.00,0.25,0.02,0.00,0.04,0.89,178.03,1EoS1CjJclMV8vlB9HYuDd,199182,4,Хитрая,ЭGO,2017-12-15,43084,21,"Лютый кайф, Ч. 2",6z0RqMOlBhJ1zgjcN5bw6d,6,3,FRX201790061
0.79,0.44,7.00,-13.69,1.00,0.05,0.26,0.00,0.09,0.29,125.02,0auIrlgeNOcTGeIAJeCojV,198597,4,"Как без неё мне, мама",ЭGO,2017-12-15,43084,22,"Лютый кайф, Ч. 2",6z0RqMOlBhJ1zgjcN5bw6d,6,2,FRX201790060
0.61,0.61,10.00,-4.92,0.00,0.03,0.63,0.00,0.13,0.58,106.97,2vgHbM10hdMdbavMV9ssIC,239073,4,Унеси меня,Дибир Абаев,2017-12-12,43081,0,Унеси меня,6EhoFD0kr63AKB4HaGeUBG,1,1,FRX281708448
0.69,0.87,9.00,-5.62,0.00,0.07,0.14,0.00,0.18,0.45,105.01,6fvdVfJqpAdox8ROtiRhVX,216373,4,Ты со мной,DANIAL,2017-11-22,43061,8,Ты со мной,1uVhpXehdE50wm4cOWnSom,1,1,RUA1D1805761
0.54,0.26,4.00,-11.51,0.00,0.04,0.75,0.00,0.10,0.31,169.96,4upGDYQe83TRQT0g97Mn53,262667,4,Im Ashxarh Ek,Erik Karapetyan,2017-11-22,43061,22,Im Ashxarh Ek,78bZBh508zK5XF6nE57iKf,1,1,TCADJ1743729
0.75,0.88,4.00,-4.88,0.00,0.08,0.02,0.00,0.30,0.33,106.00,5AikBYItILry9ySbrjWllF,221887,4,Вина,Tural Everest,2017-11-15,43054,24,Вина,1GAgS4w3PCCjbA6JKEmlLc,1,1,RUA1D1714772
0.73,0.97,7.00,-2.64,1.00,0.17,0.10,0.00,0.09,0.87,109.97,2qwvI5xqBEDrwYwwPORI9i,234546,4,Кавказ,Ринат Каримов,2017-11-13,43052,4,Русские песни,1BAiKRvGO29yUYRomBEzap,69,5,RUA1D1716067
0.49,0.91,3.00,-4.76,0.00,0.08,0.08,0.00,0.07,0.90,199.98,6cuxAwVtlhUTy8h59BWKB5,258949,4,Шестиструнная гитара,Ринат Каримов,2017-11-13,43052,1,Русские песни,1BAiKRvGO29yUYRomBEzap,69,11,RUA1D1716079
0.43,0.92,11.00,-6.42,1.00,0.08,0.10,0.00,0.41,0.75,102.74,6DfiOZ4wwFd6zsvHFumNzy,266277,1,Sirun-Sirun,Sergey Zeynalyan,2017-11-06,43045,0,Sirun-Sirun,5Em2l99yu4d5XIFv3jX9V1,1,1,FRX201753188
0.71,0.50,5.00,-9.36,1.00,0.04,0.72,0.00,0.05,0.94,103.02,5HZJLQZRwrG9vSy1Mo1bhT,270291,4,Музыка звучит - Live,Разные исполнители,2017-10-26,43034,0,Исламей: юбилейный концерт - 25 лет (Live),0LyfQWJT6nXafLPZqxe9Of,15,13,FRX201722527
0.69,0.34,4.00,-14.21,0.00,0.03,0.93,0.00,0.08,0.33,126.98,7F119hoL9x20zfpbVBmU96,285127,4,Я тебя век не забуду,Хасан Мусаев,2017-10-25,43033,0,Чеченская гитара,4DaLUapDPnR5JpRG4lVpVF,37,10,GBLPF0118234
0.39,0.42,8.00,-9.01,0.00,0.05,0.79,0.00,0.14,0.25,160.68,5Rn4128GlDnLTKzLhPd5V2,273633,4,Я уйду,Хасан Мусаев,2017-10-25,43033,0,Чеченская гитара,4DaLUapDPnR5JpRG4lVpVF,37,14,GBLPF0118237
0.70,0.90,9.00,-3.77,1.00,0.13,0.19,0.00,0.10,0.72,105.01,61loWTwxhfMyavUo7ERG1R,193143,4,Для тебя,Нана Тибилова,2017-10-16,43024,0,Для тебя,70mV6vpix7iz2TwaRJWAnD,1,1,FRX201712251
0.63,0.91,11.00,-4.88,0.00,0.09,0.21,0.00,0.17,0.94,196.04,4IMbBNKBMAVVNGnVBrQ1db,225306,4,Изъяны,Эльбрус Джанмирзоев,2017-10-09,43017,16,Изъяны,4bnu8BeqS4NtzlJ006evSr,1,1,RUA1D1712956
0.48,0.83,11.00,-4.91,0.00,0.05,0.02,0.00,0.16,0.15,145.95,22NMqE9eTDM2FrhmmAXJ8N,237250,4,Адыгагъэ,Адлер Коцба,2017-10-07,43015,10,Адыгагъэ,4ajcoxNwqBPVy7NGDojgZo,1,1,TCADH1760619
0.61,0.88,4.00,-6.47,0.00,0.05,0.13,0.00,0.14,0.56,91.98,2GoRoWCrVl85xwWxDsokBC,309783,4,Momenatre,Зарина Тилидзе,2017-10-07,43015,6,Momenatre,4lTeKYVkNzPng0avUiu8Po,1,1,RUA1D1818589
0.65,0.71,1.00,-7.34,0.00,0.06,0.36,0.00,0.06,0.77,170.14,48hFS9xpbsl7mgWDEOv0EF,231576,4,Скажи мне да,Алан Музаев,2017-09-29,43007,0,Скажи мне да,0ZZIAalMqJG7BBhqb0rSsf,1,1,FRX201706170
0.71,0.60,10.00,-12.57,0.00,0.03,0.10,0.18,0.11,0.83,104.00,7neANsejgj7JCCH7gJnnha,244080,4,Мужичок за 50,Daniko,2017-09-05,42983,0,Мужичок за 50,2yssx6GOFOcvqjzQTE0wjI,19,1,QZ5FN1735761
0.54,0.48,6.00,-12.04,0.00,0.11,0.29,0.00,0.03,0.87,60.86,4pbBJKGMdgYJbT9WmVEQws,233064,4,Своим друзьям,Daniko,2017-09-05,42983,1,Хрустальный замок,2yssx6GOFOcvqjzQTE0wjI,19,9,QZ5FN1735810
0.79,0.94,11.00,-2.69,0.00,0.12,0.02,0.00,0.32,0.93,90.02,7lZfuT8lpQOSVweRukutrl,212370,4,Караванщик,Руслан Гасанов,2017-09-01,42979,1,Караванщик,4ykuRTIMNOp8TYsMvA3LY4,20,1,FR96X1748552
0.63,0.99,10.00,-1.97,0.00,0.21,0.15,0.00,0.09,0.79,120.07,5GlKRxijIGo9WgLo9VpsZo,259579,4,Я влюблён,Руслан Гасанов,2017-09-01,42979,1,Караванщик,4ykuRTIMNOp8TYsMvA3LY4,20,2,FR96X1665607
0.63,0.82,9.00,-4.48,0.00,0.11,0.29,0.00,0.12,0.53,160.02,6vZxzPx5hAAcYH3PDhOvZm,272849,4,Мама,David Divad,2017-08-23,42970,0,Мама,3M4Tk7G493Ff4NeyaDgScR,1,1,FR96X1743235
0.71,0.77,8.00,-2.56,0.00,0.03,0.20,0.00,0.29,0.46,127.99,4kg4FbbUeNpj2T87uz3RVe,251250,4,Мама,Эльчин Кулиев,2017-08-22,42969,0,Моя Вселенная,2ResjyxmybSu56OdmD4vHd,5,5,FR96X1751353
0.64,0.99,7.00,-2.61,0.00,0.19,0.07,0.00,0.10,0.75,120.06,1LSSd6uFTJdXrL66EPONLX,242000,4,Дагестан,Эльчин Кулиев,2017-08-22,42969,0,Моя Вселенная,2ResjyxmybSu56OdmD4vHd,5,2,FR96X1751350
0.86,0.72,5.00,-4.91,0.00,0.04,0.19,0.00,0.27,0.91,128.02,2CL8Dj6ttunxG5EPpDofPo,259219,4,Ты моя,Mamikon,2017-08-15,42962,9,Только ради тебя,2bNoCI4JrJaWUcWtNfkWZx,37,1,TCADF1759439
0.73,0.76,9.00,-5.20,0.00,0.33,0.45,0.00,0.13,0.96,179.96,2pBljrOBjFxMrf3cDQWHJF,209500,4,Отойди (feat. Karen ТУЗ),Mamikon,2017-08-15,42962,8,Только ради тебя,2bNoCI4JrJaWUcWtNfkWZx,37,6,TCADF1759455
0.74,0.90,0.00,-4.52,0.00,0.08,0.31,0.00,0.18,0.85,109.96,6blASiqIKSnjjwZdZkbKrr,192693,4,Безам - сан марзо,Седа Мукаева,2017-07-22,42938,3,Безам - сан марзо,1RnRDZFTAFmvHJUf9CNA9e,12,1,GBLPF0129241
0.68,0.91,7.00,-5.95,0.00,0.08,0.10,0.00,0.13,0.73,126.90,7hWHNl6nUO5dJIq8vTPvkm,191869,4,Есть красивая,Азамат Пхешхов,2017-07-14,42930,2,"Постой, родная...",1IZrnNOZ9A39zhnWjAuN6p,11,7,FR59R1764652
0.72,0.91,6.00,-4.68,0.00,0.12,0.05,0.00,0.35,0.86,122.05,2yCjL0l43IwPr63SLoHwbK,263288,4,Чёрные глаза,Азамат Пхешхов,2017-07-14,42930,4,"Постой, родная...",1IZrnNOZ9A39zhnWjAuN6p,11,2,FR59R1764648
0.62,0.61,11.00,-5.88,0.00,0.04,0.67,0.00,0.10,0.56,100.04,0vkfbo6pT0KpbXef2ewSu7,170941,4,Марьям,Алла Бойченко,2017-07-14,42930,2,Марьям,6INy4ZmClB81huAOmoD7Or,6,2,FR59R1764627
0.60,0.98,0.00,-2.36,1.00,0.14,0.17,0.00,0.04,0.77,119.85,49jfANs0oT2j1e5Uxqr2iq,234841,4,Мысли о тебе,Разные исполнители,2017-07-02,42918,4,Чеченская лирика 2017,0LyfQWJT6nXafLPZqxe9Of,11,8,GBLPF0111850
0.67,0.97,11.00,-2.12,1.00,0.18,0.18,0.00,0.50,0.85,93.95,5QKJv1Y09xcDJ5kqKSOrYs,210454,4,Понаехали,Султан-Ураган,2017-07-01,42917,19,Понаехали,6CbqzviZ9Iw6gwzOxFVLvG,1,1,FR59R1774889
0.82,0.91,0.00,-2.85,1.00,0.11,0.01,0.00,0.42,0.83,130.02,0UB7FXEUZXdMm9Ivoy7YOh,240923,4,Моя любовь,Магомед Аликперов,2017-06-29,42915,0,О любви,6GaLvwjcmcxGlPg3d0l8EZ,14,5,FRX871576870
0.81,0.71,0.00,-6.75,0.00,0.04,0.19,0.00,0.11,0.77,139.97,31VnURWCms3sh29brc2zIp,233752,4,Звезда,Магомед Аликперов,2017-06-29,42915,0,О любви,6GaLvwjcmcxGlPg3d0l8EZ,14,13,FR10S1437636
0.43,0.36,5.00,-8.54,1.00,0.03,0.77,0.00,0.07,0.33,119.65,3q6ORGXXcgo32R1CN3wM3x,235572,4,My Life is a Koran (Nasheed),Разные исполнители,2017-06-28,42914,12,Nasheed Music 2017,0LyfQWJT6nXafLPZqxe9Of,14,7,GBLPF0128415
0.43,0.40,4.00,-9.66,0.00,0.05,0.73,0.00,0.15,0.65,73.57,0dtdCVcXWvFRKmnwoNKyM2,166478,3,Al Walida (Nasheed),Разные исполнители,2017-06-28,42914,6,Nasheed Music 2017,0LyfQWJT6nXafLPZqxe9Of,14,10,GBLPF0128418
0.52,0.90,9.00,-5.26,0.00,0.07,0.03,0.00,0.19,0.82,168.05,5Fu4zrraDrWdJWyjDvzDw6,209643,4,Сладкая,Артур Халатов,2017-06-26,42912,9,Сладкая,26CXjFHwoWLCE1YOsb4rs6,1,1,FR59R1749093
0.68,0.93,4.00,-4.17,0.00,0.17,0.42,0.00,0.17,0.51,109.97,1uDI0oCUtFTeslDXf4lzkO,225750,4,Счастливая,Разные исполнители,2017-06-23,42909,0,Чеченские Хиты 2017,0LyfQWJT6nXafLPZqxe9Of,15,15,GBLPF0128306
0.59,0.90,6.00,-3.71,0.00,0.05,0.04,0.00,0.11,0.73,93.99,2Sgugs5wN9qdZShLxFgwr5,206809,4,Боль,Ринат Каримов,2017-06-21,42907,0,Боль,1BAiKRvGO29yUYRomBEzap,1,1,QMPU51737974
0.46,0.96,7.00,-5.73,1.00,0.04,0.16,0.00,0.07,0.86,137.95,76bHzklIfyh7qVlo60LfhG,260023,4,Дочуля,Тимур Темиров,2017-06-13,42899,11,Дочуля,2qf6BlqsCa5caYcoZ8aloc,1,1,QM6MZ1791044
0.26,0.53,11.00,-5.84,0.00,0.05,0.81,0.00,0.50,0.73,65.70,4eoTvk3rv4MHCbxO0uvtSu,196768,4,Sallallahu Ala Muhammad,Заур Салихов,2017-06-11,42897,11,Nasheed Music,3mLHidxHjt1uB1Yesc02KO,7,4,GBLPF0127594
0.44,0.57,9.00,-8.90,0.00,0.06,0.25,0.00,0.07,0.33,180.20,31NHuGmOfYAN6A9Kt1r70n,214047,3,Набегает волна за волной,Джанибек Рамазанов,2017-05-26,42881,0,Набегает волна за волной,0EvEaaWAA6Rolf5EoGlcSL,11,3,FR2X41794498
0.52,0.74,9.00,-5.06,0.00,0.04,0.19,0.00,0.37,0.37,155.98,08u5tfGpvuXFDjjSrCprDr,258607,4,Мама,Зарина Бугаева,2017-05-25,42880,0,Наша любовь,76RnTMWPC6Mnm0lFZjvLC8,9,5,FR59R1645808
0.54,0.76,9.00,-7.26,0.00,0.12,0.67,0.00,0.10,0.58,79.98,5VYKCdLBXu3MzSdICpctJf,223655,4,Ahmad Al Haji,Иса Эсамбаев,2017-05-25,42880,5,Поднялась луна на небо,5Ix4euQdAHe3HKLq2lghNp,10,2,FR59R1713315
0.27,0.37,8.00,-10.45,0.00,0.04,0.90,0.00,0.11,0.31,123.94,5rMKjMH5WGw1wgRis1jnx4,212010,3,Allahu Ya Allah,Иса Эсамбаев,2017-05-25,42880,3,Поднялась луна на небо,5Ix4euQdAHe3HKLq2lghNp,10,3,FR59R1713316
0.41,0.43,10.00,-8.11,1.00,0.03,0.79,0.00,0.08,0.30,77.13,1qiZQpzzqWngImPLpx0M1h,255617,4,Ya Ilahi,Иса Эсамбаев,2017-05-25,42880,3,Поднялась луна на небо,5Ix4euQdAHe3HKLq2lghNp,10,6,FR59R1713319
0.80,0.86,8.00,-6.67,0.00,0.03,0.04,0.00,0.08,0.94,97.99,1fILflsbdFnCmfKlL335Z9,259030,4,Душа бандита,Мурат Тхагалегов,2017-05-23,42878,34,Звезда востока,5maQ7xVuYI2948CcOq6Q4O,13,2,FR2X41787607
0.34,0.57,1.00,-9.35,1.00,0.05,0.49,0.00,0.10,0.56,130.01,25lk4vXlQeu7XAVPai999s,238681,4,Теша хьо,Ильяс Аюбов,2017-05-09,42864,9,Теша хьо,2rLyjqMXDzNVvu6ue6KhpY,18,2,GBLPF0125302
0.69,0.82,5.00,-2.87,1.00,0.04,0.39,0.00,0.33,0.68,84.93,4r1MoZNoMKIOEw91C6U8EG,279484,4,Нелюбовь,Ольга Баскаева,2017-05-02,42857,1,Нелюбовь,0raBd7Gvhe40Dziyq4c2A8,6,3,FR2X41753101
0.66,0.98,1.00,-1.68,1.00,0.13,0.02,0.00,0.06,0.84,104.99,3nRHB6H2ya6Sl1WPTgbEVS,270054,4,Ма хаза йоьду зама,Тамара Адамова,2017-04-29,42854,8,Полный сборник песен,7joL5GVzAzRxE3Pz2DHDes,53,46,GBLPF0098942
0.53,0.98,2.00,-5.04,0.00,0.07,0.05,0.00,0.37,0.82,124.13,3aqSb1P904sZ7ZYvpyw9Rq,291348,4,Безаман хаза йоза,Тамара Адамова,2017-04-29,42854,0,Полный сборник песен,7joL5GVzAzRxE3Pz2DHDes,53,17,GBLPF0098918
0.67,0.52,9.00,-5.31,0.00,0.03,0.46,0.00,0.16,0.36,140.05,0gcUqZWDQ6YnAHT10he4X8,181714,4,Сбереги любовь,Sergey Zeynalyan,2017-04-28,42853,0,Сбереги любовь,5Em2l99yu4d5XIFv3jX9V1,1,1,FR2X41769068
0.66,0.98,0.00,-3.13,1.00,0.11,0.00,0.00,0.27,0.87,117.98,2ZMhgTWbCx4an2lXlCbtMp,227797,4,Дагестан,Сабина Абдуллаева,2017-04-28,42853,1,Сила любви,7aJdhiEnp0RuC8CDjC8D9b,19,4,FR2X41769052
